"nuts2_codice","anno","popolazione","tasso_fertilita","aspettativa_vita"
"EL42","2011",333983,1.34,78.5
"EL43","2011",627144,1.52,78.9
"EL51","2011",611573,1.51,76.9
"EL52","2011",1925437,1.41,78.1
"EL53","2011",285899,1.35,78.3
"EL54","2011",346503,1.38,79.1
"EL61","2011",747690,1.51,77.8
"EL62","2011",209221,1.46,79.1
"EL63","2011",690904,1.45,78.1
"EL64","2011",561693,1.34,78.5
"EL65","2011",589602,1.44,78.5
"ES11","2011",2773411,1.08,79.1
"ES12","2011",1075869,1.05,78
"ES13","2011",590867,1.22,79.3
"ES21","2011",2183136,1.35,79.5
"ES22","2011",637100,1.43,81.1
"ES23","2011",320858,1.37,80.1
"ES24","2011",1344385,1.34,79.6
"ES30","2011",6394252,1.35,81
"ES41","2011",2545301,1.19,80.6
"ES42","2011",2099064,1.39,80.7
"ES43","2011",1102299,1.33,78.8
"ES51","2011",7493263,1.43,79.8
"ES52","2011",4999192,1.32,79.2
"ES53","2011",1091664,1.27,79.3
"ES61","2011",8332080,1.42,78.2
"ES62","2011",1459075,1.56,79.2
"ES63","2011",81621,1.91,77
"ES64","2011",78866,2.48,77.2
"ES70","2011",2064871,1.07,78.7
"FI19","2011",1360041,1.9,77.5
"FI1B","2011",1532309,1.65,77.9
"FI1C","2011",1156791,1.74,77
"FI1D","2011",1298128,2.09,76.8
"FI20","2011",28007,1.8,79.6
"FR10","2011",11852851,2.03,80.4
"FRB0","2011",2556835,2.05,78.8
"FRC1","2011",1642734,1.93,77.6
"FRC2","2011",1173440,2.02,78.2
"FRD1","2011",1475684,1.99,78
"FRD2","2011",1839393,2.09,77.6
"FRE1","2011",4042015,2.12,75.6
"FRE2","2011",1918155,2.11,76.8
"FRF1","2011",1852325,1.83,79.3
"FRF2","2011",1336053,1.98,77.6
"FRF3","2011",2350657,1.8,77.6
"FRG0","2011",3601113,2.1,79.2
"FRH0","2011",3217767,2.01,77.6
"FRI1","2011",3254233,1.81,79.4
"FRI2","2011",741072,1.84,78.2
"FRI3","2011",1777773,1.91,78.5
"FRJ1","2011",2670046,1.97,78.7
"FRJ2","2011",2903420,1.86,80.2
"FRK1","2011",1350682,1.84,77.9
"FRK2","2011",6283541,2.03,80.1
"FRL0","2011",4916069,2.03,79.4
"FRM0","2011",314486,1.64,79.6
"FRY2","2011",392291,1.91,79.4
"FRY3","2011",237549,3.41,NA
"FRY4","2011",828581,2.37,77
"HR03","2011",1413426,1.46,75.5
"HR04","2011",2876431,1.49,73
"HU11","2011",1733685,1.09,73.8
"HU12","2011",1237561,1.32,72.1
"HU21","2011",1094104,1.22,71.2
"HU22","2011",994698,1.13,71.6
"HU23","2011",940585,1.23,71.1
"HU31","2011",1194697,1.41,69
"HU32","2011",1481922,1.32,70.6
"HU33","2011",1308470,1.19,71
"HUXX","2011",0,NA,NA
"IS00","2011",318452,2.02,80.7
"ITC1","2011",4364309,1.45,79.6
"ITC2","2011",126761,1.6,79.3
"ITC3","2011",1574132,1.34,79.4
"ITC4","2011",9663872,1.53,80.3
"ITF1","2011",1307273,1.35,79.6
"ITF2","2011",314342,1.19,79.6
"ITF3","2011",5765850,1.43,78
"ITF4","2011",4053668,1.32,80
"ITF5","2011",579358,1.19,79.7
"ITF6","2011",1962856,1.3,79.5
"ITG1","2011",5005657,1.42,78.8
"ITG2","2011",1641681,1.17,79.2
"ITH1","2011",501815,1.62,81
"ITH2","2011",522486,1.62,80.9
"ITH3","2011",4851958,1.48,80.3
"ITH4","2011",1220849,1.38,79.4
"ITH5","2011",4331343,1.5,80.6
"ITI1","2011",3668948,1.4,80.6
"ITI2","2011",884010,1.4,80.6
"ITI3","2011",1541950,1.42,80.8
"ITI4","2011",5481572,1.48,79.3
"LI00","2011",36149,1.69,79.5
"LT01","2011",811515,1.45,68.5
"LT02","2011",2241073,1.6,67.9
"LU00","2011",511840,1.52,78.5
"LV00","2011",2074605,1.33,68.6
"ME00","2011",619850,1.65,73.4
"MK00","2011",2057284,1.46,73.1
"MT00","2011",414989,1.45,78.6
"NL11","2011",579036,1.66,78.1
"NL12","2011",647282,1.91,79
"NL13","2011",491411,1.92,79.5
"NL21","2011",1134465,1.89,79.2
"NL22","2011",2004671,1.8,79.4
"NL23","2011",391967,1.95,78.9
"NL31","2011",1228794,1.76,79.8
"NL32","2011",2691477,1.65,79.6
"NL33","2011",3528324,1.78,79.5
"NL34","2011",381530,1.94,79.7
"NL41","2011",2454215,1.76,79.3
"NL42","2011",1122627,1.59,79
"NO01","2011",1144883,1.8,79.4
"NO02","2011",377709,1.78,78.8
"NO03","2011",938827,1.82,79
"NO04","2011",718543,2.04,79.1
"NO05","2011",845886,1.96,79.6
"NO06","2011",426206,1.89,79.3
"NO07","2011",468251,1.89,78.2
"PL21","2011",3293551,1.33,74.1
"PL22","2011",4585758,1.27,72
"PL41","2011",3422705,1.38,73
"PL42","2011",1697166,1.22,72.2
"PL43","2011",1010700,1.3,71.8
"PL51","2011",2878103,1.21,72.4
"PL52","2011",972986,1.1,73.4
"PL61","2011",2075129,1.3,72.5
"PL62","2011",1428620,1.31,71.9
"PL63","2011",2245568,1.39,73.8
"PT11","2011",3693585,1.24,77.7
"PT15","2011",451304,1.51,77
"PT16","2011",2331642,1.23,77.6
"PT17","2011",2822761,1.56,77.5
"PT18","2011",758707,1.34,76.9
"PT20","2011",246757,1.47,73.1
"PT30","2011",267965,1.24,73.6
"RO11","2011",2717532,1.34,70.6
"RO12","2011",2522692,1.45,71.2
"RO21","2011",3703283,1.52,70.6
"RO22","2011",2802532,1.34,70.3
"RO31","2011",3253712,1.36,70.7
"RO32","2011",2267419,1.16,72.7
"RO41","2011",2232814,1.27,71.2
"RO42","2011",1913831,1.21,70.6
"SE11","2011",2054343,1.88,80.2
"SE12","2011",1569248,1.89,79.9
"SE21","2011",811611,1.97,79.9
"SE22","2011",1396556,1.89,79.9
"SE23","2011",1879781,1.89,80.2
"SE31","2011",826820,1.92,79.6
"SE32","2011",369316,1.96,78.7
"SE33","2011",507895,1.89,79
"SI03","2011",1098506,1.52,75.6
"SI04","2011",951683,1.61,78.3
"SK01","2011",599931,1.48,74.2
"SK02","2011",1838786,1.27,72.3
"SK03","2011",1349286,1.39,71.9
"SK04","2011",1604443,1.64,72
"TR10","2011",13255685,1.71,75.3
"TR21","2011",1521328,1.57,73.8
"TR22","2011",1642720,1.56,74
"TR31","2011",3948848,1.55,74.6
"TR32","2011",2739188,1.68,74.8
"TR33","2011",3005558,1.77,73.9
"TR41","2011",3595460,1.64,73.9
"TR42","2011",3246147,1.78,74.4
"TR51","2011",4771716,1.64,75.8
"TR52","2011",2246478,2.1,74.2
"TR61","2011",2685499,1.79,76
"TR62","2011",3733124,2.06,74.2
"TR63","2011",3004608,2.53,75
"TR71","2011",1496296,2,73.5
"TR72","2011",2352971,2.07,74.2
"TR81","2011",1035071,1.59,74.2
"TR82","2011",743029,1.74,74
"TR83","2011",2740686,1.79,73.9
"TR90","2011",2516167,1.76,74.8
"TRA1","2011",1068446,2.35,73.8
"TRA2","2011",1133660,3.38,72.2
"TRB1","2011",1625158,2.03,75.1
"TRB2","2011",2022373,3.53,72
"TRC1","2011",2414833,2.92,74.1
"TRC2","2011",3192329,3.78,73.3
"TRC3","2011",1985610,3.6,74.7
"UKC1","2011",1173646,1.97,77.9
"UKC2","2011",1417980,1.75,77.8
"UKD1","2011",499952,1.91,79
"UKD3","2011",2673791,1.96,77.5
"UKD4","2011",1459318,1.99,77.4
"UKD6","2011",901375,1.94,79.7
"UKD7","2011",1503567,1.84,77.5
"UKE1","2011",916612,1.94,78.5
"UKE2","2011",796538,1.82,79.9
"UKE3","2011",1338373,1.85,78.3
"UKE4","2011",2220015,1.98,77.9
"UKF1","2011",2104311,1.93,79.1
"UKF2","2011",1704627,1.96,79.4
"UKF3","2011",713322,1.98,79.2
"UKG1","2011",1293901,1.92,80.1
"UKG2","2011",1567473,1.97,79.4
"UKG3","2011",2725810,2.09,78
"UKH1","2011",2385006,1.96,80.5
"UKH2","2011",1726575,2.05,80.3
"UKH3","2011",1723421,1.99,80.1
"UKI3","2011",1089392,NA,NA
"UKI4","2011",2121080,NA,NA
"UKI5","2011",1752126,NA,NA
"UKI6","2011",1220637,NA,NA
"UKI7","2011",1950290,NA,NA
"UKJ1","2011",2264895,2,80.5
"UKJ2","2011",2733391,1.91,80.7
"UKJ3","2011",1894162,1.92,80.7
"UKJ4","2011",1723082,2.01,79.7
"UKK1","2011",2342716,1.94,80.1
"UKK2","2011",1271821,1.96,80.8
"UKK3","2011",534024,2.06,79.5
"UKK4","2011",1132530,1.95,80.1
"UKL1","2011",1930295,1.92,77.8
"UKL2","2011",1126355,1.87,79.3
"UKM5","2011",473634,1.62,78.3
"UKM6","2011",465794,1.83,77.3
"UKN0","2011",1809539,2.02,78.2
"AT11","2012",285782,1.3,77.9
"AT12","2012",1614455,1.49,78.2
"AT13","2012",1717084,1.4,77.3
"AT21","2012",556027,1.41,78.4
"AT22","2012",1208696,1.36,79
"AT31","2012",1413866,1.55,78.7
"AT32","2012",529704,1.46,79.4
"AT33","2012",711581,1.44,79.7
"AT34","2012",370926,1.56,79.3
"BE10","2012",1151317,1.94,77.5
"BE21","2012",1787490,1.86,78.8
"BE22","2012",851558,1.67,79.3
"BE23","2012",1457428,1.72,78.1
"BE24","2012",1096284,1.71,79.4
"BE25","2012",1172795,1.73,78.9
"BE31","2012",386683,1.75,78.3
"BE32","2012",1325819,1.82,74.7
"BE33","2012",1088074,1.8,76.4
"BE34","2012",275713,1.96,76.7
"BE35","2012",482728,1.79,75.4
"BG31","2012",836601,1.71,69.5
"BG32","2012",853468,1.45,70.6
"BG33","2012",961965,1.52,70.8
"BG34","2012",1072850,1.75,70.4
"BG41","2012",2131233,1.32,71.7
"BG42","2012",1471107,1.54,71.4
"CH01","2012",1503500,1.54,80.7
"CH02","2012",1770429,1.55,80.1
"CH03","2012",1079913,1.51,80.7
"CH04","2012",1392396,1.5,81
"CH05","2012",1113929,1.53,80.1
"CH06","2012",757552,1.59,81.1
"CH07","2012",336943,1.38,81.5
"CY00","2012",862011,1.39,78.9
"CZ01","2012",1241664,1.38,77.1
"CZ02","2012",1279345,1.54,75.1
"CZ03","2012",1207847,1.48,75.3
"CZ04","2012",1131191,1.44,73.5
"CZ05","2012",1508867,1.49,75.3
"CZ06","2012",1678250,1.46,75.5
"CZ07","2012",1227668,1.38,74.6
"CZ08","2012",1230613,1.41,73.7
"DE11","2012",3924922,1.4,79.6
"DE12","2012",2671524,1.35,79.1
"DE13","2012",2150906,1.42,79.5
"DE14","2012",1765089,1.43,79.3
"DE21","2012",4363176,1.42,79.7
"DE22","2012",1175923,1.4,78.3
"DE23","2012",1072091,1.35,77.8
"DE24","2012",1061573,1.33,77.4
"DE25","2012",1688414,1.37,78.1
"DE26","2012",1299076,1.35,79
"DE27","2012",1783119,1.42,79
"DE30","2012",3326002,1.43,77.9
"DE40","2012",2453180,1.47,77.4
"DE50","2012",652182,1.34,77
"DE60","2012",1718187,1.35,78.3
"DE71","2012",3763611,1.42,79.3
"DE72","2012",1025525,1.31,78.3
"DE73","2012",1204635,1.42,77.9
"DE80","2012",1606899,1.46,76.5
"DE91","2012",1575968,1.37,77.6
"DE92","2012",2093431,1.37,78
"DE93","2012",1667127,1.47,78
"DE94","2012",2437727,1.49,77.7
"DEA1","2012",5077103,1.41,77.6
"DEA2","2012",4299064,1.39,78.4
"DEA3","2012",2572221,1.41,77.8
"DEA4","2012",2027126,1.48,78.3
"DEA5","2012",3569424,1.39,77.2
"DEB1","2012",1480166,1.41,77.9
"DEB2","2012",518370,1.3,79
"DEB3","2012",1991497,1.38,78.3
"DEC0","2012",997855,1.27,77.4
"DED2","2012",1591710,1.58,78.2
"DED4","2012",1491442,1.54,77.4
"DED5","2012",971030,1.43,77.5
"DEE0","2012",2276736,1.45,76.2
"DEF0","2012",2802266,1.44,78.3
"DEG0","2012",2181603,1.48,77
"DK01","2012",1714589,1.65,77.9
"DK02","2012",817907,1.77,77.3
"DK03","2012",1201342,1.84,78.3
"DK04","2012",1266682,1.78,78.8
"DK05","2012",579996,1.83,78.3
"EE00","2012",1325217,1.56,71.4
"EL30","2012",3963887,1.28,77.7
"EL41","2012",200591,1.42,77.6
"EL42","2012",334780,1.39,79.1
"EL43","2012",629367,1.53,78.8
"EL51","2012",612074,1.41,77.2
"EL52","2012",1922590,1.35,77.8
"EL53","2012",284061,1.36,78.6
"EL54","2012",345437,1.29,79.3
"EL61","2012",745839,1.41,78.1
"EL62","2012",209131,1.38,78.6
"EL63","2012",687935,1.35,77.7
"EL64","2012",561670,1.31,78.6
"EL65","2012",589044,1.41,78.1
"ES11","2012",2771916,1.09,79.2
"ES12","2012",1074308,1.06,78.3
"ES13","2012",592383,1.19,79.5
"ES21","2012",2184696,1.35,79.7
"ES22","2012",640014,1.46,80.6
"ES23","2012",320951,1.41,79.8
"ES24","2012",1343807,1.3,80.2
"ES30","2012",6425522,1.33,81.1
"ES41","2012",2537685,1.17,80.5
"ES42","2012",2105935,1.35,80.4
"ES43","2012",1104336,1.27,78.6
"ES51","2012",7514991,1.4,79.8
"ES52","2012",5009650,1.31,79.3
"ES53","2012",1100715,1.25,79.4
"ES61","2012",8377810,1.4,78.2
"ES62","2012",1461925,1.53,79
"ES63","2012",83845,1.84,78.9
"ES64","2012",81792,2.52,78.2
"ES70","2012",2085938,1.07,79.1
"FI19","2012",1365259,1.91,78.2
"FI1B","2012",1549058,1.6,78.1
"FI1C","2012",1159039,1.73,77.3
"FI1D","2012",1299557,2.04,76.9
"FI20","2012",28354,1.85,77.4
"FR10","2012",11898502,2.02,80.4
"FRB0","2012",2563586,2.06,78.8
"FRC1","2012",1641130,1.94,78.2
"FRC2","2012",1175684,2.01,78.6
"FRD1","2012",1477209,1.97,77.8
"FRD2","2012",1845547,2.09,77.5
"FRE1","2012",4050756,2.1,75.6
"FRE2","2012",1922342,2.09,76.9
"FRF1","2012",1859869,1.82,79.4
"FRF2","2012",1339270,1.95,77.5
"FRF3","2012",2349816,1.81,78
"FRG0","2012",3632614,2.09,79
"FRH0","2012",3237097,2,77.6
"FRI1","2012",3285970,1.8,79.1
"FRI2","2012",738633,1.84,78.6
"FRI3","2012",1783991,1.91,78.6
"FRJ1","2012",2700266,1.94,78.8
"FRJ2","2012",2926592,1.88,80
"FRK1","2012",1354104,1.87,78
"FRK2","2012",6341160,2.04,79.9
"FRL0","2012",4935576,2.06,79.5
"FRM0","2012",316257,1.57,80
"FRY2","2012",388364,1.98,79.1
"FRY3","2012",239648,3.6,75.5
"FRY4","2012",833944,2.43,76.9
"HR03","2012",1410551,1.51,75.4
"HR04","2012",2865433,1.52,73.1
"HU11","2012",1727495,1.16,74.6
"HU12","2012",1213323,1.4,72.1
"HU21","2012",1079589,1.32,71.3
"HU22","2012",984399,1.22,71.7
"HU23","2012",931215,1.31,71.1
"HU31","2012",1200831,1.47,69.8
"HU32","2012",1498795,1.4,70.9
"HU33","2012",1296278,1.27,71.2
"HUXX","2012",0,NA,NA
"IE04","2012",832082,NA,NA
"IE05","2012",1547097,NA,NA
"IE06","2012",2210108,NA,NA
"IS00","2012",319575,2.04,81.6
"ITC1","2012",4357663,1.45,79.9
"ITC2","2012",126620,1.57,80.4
"ITC3","2012",1567339,1.4,79.8
"ITC4","2012",9700881,1.52,80.2
"ITF1","2012",1306416,1.35,80
"ITF2","2012",313145,1.19,80
"ITF3","2012",5764424,1.4,78.2
"ITF4","2012",4050072,1.3,80.3
"ITF5","2012",577562,1.21,80.1
"ITF6","2012",1958418,1.3,79.5
"ITG1","2012",4999854,1.42,79.1
"ITG2","2012",1637846,1.15,79.3
"ITH1","2012",504708,1.67,81.1
"ITH2","2012",524877,1.6,81.2
"ITH3","2012",4853657,1.48,80.3
"ITH4","2012",1217780,1.41,79.5
"ITH5","2012",4341240,1.49,80.4
"ITI1","2012",3667780,1.41,80.4
"ITI2","2012",883215,1.39,80.3
"ITI3","2012",1540688,1.38,80.9
"ITI4","2012",5500022,1.47,79.5
"LI00","2012",36475,1.51,79.7
"LT01","2012",805915,1.45,68.4
"LT02","2012",2197726,1.66,68.4
"LU00","2012",524853,1.57,79.1
"LV00","2012",2044813,1.44,68.9
"ME00","2012",620308,1.71,74.3
"MK00","2012",2059794,1.51,73
"MT00","2012",417546,1.42,78.6
"NL11","2012",580875,1.59,78.1
"NL12","2012",647214,1.89,79
"NL13","2012",490807,1.86,79.1
"NL21","2012",1137668,1.86,79.2
"NL22","2012",2010745,1.75,79.2
"NL23","2012",395525,1.91,79.4
"NL31","2012",1237117,1.77,79.9
"NL32","2012",2709822,1.62,79.4
"NL33","2012",3552407,1.75,79.2
"NL34","2012",381407,1.89,80
"NL41","2012",2463686,1.7,79.5
"NL42","2012",1123075,1.56,78.9
"NO01","2012",1169539,1.78,79.9
"NO02","2012",379938,1.82,78.9
"NO03","2012",949963,1.78,79.1
"NO04","2012",728934,2.02,79.3
"NO05","2012",855399,1.91,80.1
"NO06","2012",431340,1.84,80.1
"NO07","2012",470757,1.84,78.9
"PL21","2012",3303061,1.32,74
"PL22","2012",4576485,1.27,72.1
"PL41","2012",3430702,1.38,73.2
"PL42","2012",1695822,1.23,72.6
"PL43","2012",1010421,1.31,72.4
"PL51","2012",2876855,1.2,72.4
"PL52","2012",969541,1.15,73.3
"PL61","2012",2074398,1.29,72.7
"PL62","2012",1427162,1.28,71.7
"PL63","2012",2253048,1.4,73.3
"PT11","2012",3687224,1.15,77.8
"PT15","2012",446140,1.43,77.1
"PT16","2012",2316169,1.18,77.4
"PT17","2012",2827050,1.5,77.5
"PT18","2012",754385,1.33,76.9
"PT20","2012",247194,1.34,73.7
"PT30","2012",264236,1.08,73.5
"RO11","2012",2598877,1.48,70.5
"RO12","2012",2360578,1.63,71.4
"RO21","2012",3294204,1.9,70.1
"RO22","2012",2538949,1.6,70
"RO31","2012",3128799,1.52,71
"RO32","2012",2279145,1.17,72.6
"RO41","2012",2067357,1.48,71.1
"RO42","2012",1828087,1.33,71
"SE11","2012",2091473,1.87,80.6
"SE12","2012",1578097,1.93,79.8
"SE21","2012",812948,2.01,80.3
"SE22","2012",1405912,1.9,79.7
"SE23","2012",1892328,1.9,80.1
"SE31","2012",825431,1.96,79.2
"SE32","2012",368454,1.88,79.4
"SE33","2012",508212,1.8,78.9
"SI03","2012",1099196,1.54,76.1
"SI04","2012",956300,1.63,78.3
"SK01","2012",606537,1.42,74.3
"SK02","2012",1839259,1.17,72.7
"SK03","2012",1349729,1.28,71.8
"SK04","2012",1608797,1.49,72.3
"TR10","2012",13624240,1.79,75.4
"TR21","2012",1569388,1.64,74.1
"TR22","2012",1640759,1.6,74.2
"TR31","2012",3965232,1.64,74.8
"TR32","2012",2779765,1.76,75.5
"TR33","2012",2942695,1.81,73.9
"TR41","2012",3637222,1.74,74.5
"TR42","2012",3315463,1.84,74.8
"TR51","2012",4890893,1.67,76
"TR52","2012",2272560,2.15,75.3
"TR61","2012",2705254,1.85,75.9
"TR62","2012",3776744,2.15,74.6
"TR63","2012",3013790,2.61,75.4
"TR71","2012",1495630,2.01,74.7
"TR72","2012",2348101,2.07,74.7
"TR81","2012",1019425,1.57,74.6
"TR82","2012",739997,1.76,74.3
"TR83","2012",2717685,1.83,74.6
"TR90","2012",2513021,1.77,75.6
"TRA1","2012",1072848,2.34,74.2
"TRA2","2012",1157546,3.36,72.8
"TRB1","2012",1663811,2.02,75.3
"TRB2","2012",2046027,3.44,73.7
"TRC1","2012",2471979,3.01,74.5
"TRC2","2012",3287197,3.8,NA
"TRC3","2012",2056997,3.61,NA
"UKC1","2012",1177121,1.95,78.2
"UKC2","2012",1422315,1.74,78.2
"UKD1","2012",499524,1.91,79.1
"UKD3","2012",2693358,1.97,77.7
"UKD4","2012",1463274,1.98,78
"UKD6","2012",904677,1.97,79.6
"UKD7","2012",1509368,1.85,77.4
"UKE1","2012",919564,1.98,78.3
"UKE2","2012",801039,1.8,80.1
"UKE3","2012",1348096,1.87,78.3
"UKE4","2012",2233863,2.02,78.3
"UKF1","2012",2116662,1.92,79.3
"UKF2","2012",1719017,1.97,79.6
"UKF3","2012",716973,1.98,79.2
"UKG1","2012",1299764,1.98,79.8
"UKG2","2012",1575136,1.96,79.1
"UKG3","2012",2750805,2.1,78.3
"UKH1","2012",2403234,2,80.6
"UKH2","2012",1745325,2.03,80.2
"UKH3","2012",1735578,2.05,80.3
"UKI3","2012",1099576,NA,NA
"UKI4","2012",2165178,NA,NA
"UKI5","2012",1778692,NA,NA
"UKI6","2012",1234689,NA,NA
"UKI7","2012",1978433,NA,NA
"UKJ1","2012",2284847,1.99,80.6
"UKJ2","2012",2755648,1.91,80.7
"UKJ3","2012",1908507,1.94,80.7
"UKJ4","2012",1739802,2.06,80.1
"UKK1","2012",2362209,1.96,80.2
"UKK2","2012",1280933,1.93,80.6
"UKK3","2012",538254,2.02,79.5
"UKK4","2012",1138922,1.96,79.6
"UKL1","2012",1936308,1.9,78.1
"UKL2","2012",1132607,1.84,79
"UKM5","2012",478294,1.66,78.7
"UKM6","2012",466605,1.83,78.2
"UKM7","2012",1915517,NA,NA
"UKM8","2012",1499887,NA,NA
"UKM9","2012",946492,NA,NA
"UKN0","2012",1818995,2.03,78.3
"AT11","2013",286691,1.27,78.4
"AT12","2013",1618592,1.48,78.3
"AT13","2013",1741246,1.4,77.4
"AT21","2013",555473,1.41,79
"AT22","2013",1210971,1.35,79.1
"AT31","2013",1418498,1.55,78.8
"AT32","2013",531898,1.48,79.6
"AT33","2013",715888,1.44,80.1
"AT34","2013",372603,1.52,80
"BE10","2013",1165208,1.88,77.8
"BE21","2013",1798605,1.8,79.2
"BE22","2013",855213,1.61,79.9
"BE23","2013",1463614,1.68,78.5
"BE24","2013",1102907,1.74,79.5
"BE25","2013",1175903,1.71,78.7
"BE31","2013",389308,1.72,79.6
"BE32","2013",1331455,1.78,75
"BE33","2013",1093191,1.73,76.9
"BE34","2013",277690,1.88,76.2
"BE35","2013",484880,1.76,75.8
"BG31","2013",823469,1.62,70.1
"BG32","2013",844511,1.43,70.8
"BG33","2013",957460,1.49,70.9
"BG34","2013",1067981,1.78,70.9
"BG41","2013",2128783,1.29,72.2
"BG42","2013",1462348,1.55,71.7
"CH01","2013",1519189,1.55,80.7
"CH02","2013",1788791,1.52,80.1
"CH03","2013",1091302,1.47,80.8
"CH04","2013",1408575,1.5,81.3
"CH05","2013",1123672,1.55,80.5
"CH06","2013",765879,1.55,81.1
"CH07","2013",341652,1.38,81
"CY00","2013",865878,1.3,80.1
"CZ01","2013",1246780,1.36,77.5
"CZ02","2013",1291816,1.54,75.2
"CZ03","2013",1209298,1.44,75.7
"CZ04","2013",1128490,1.46,73.3
"CZ05","2013",1507980,1.48,75.6
"CZ06","2013",1679857,1.47,75.9
"CZ07","2013",1225302,1.42,74.6
"CZ08","2013",1226602,1.41,73.8
"DE11","2013",3947568,1.41,79.7
"DE12","2013",2686573,1.36,79.3
"DE13","2013",2162340,1.41,79.5
"DE14","2013",1772630,1.43,79.9
"DE21","2013",4415649,1.42,80.1
"DE22","2013",1181472,1.39,78.1
"DE23","2013",1074738,1.35,78
"DE24","2013",1058711,1.32,77.5
"DE25","2013",1698515,1.4,78.4
"DE26","2013",1297727,1.37,79.2
"DE27","2013",1792759,1.46,78.8
"DE30","2013",3375222,1.37,77.9
"DE40","2013",2449511,1.46,77.2
"DE50","2013",654774,1.35,76.6
"DE60","2013",1734272,1.33,78.1
"DE71","2013",3791381,1.42,79.1
"DE72","2013",1023277,1.32,78.2
"DE73","2013",1201823,1.41,78
"DE80","2013",1600327,1.44,76.5
"DE91","2013",1574527,1.36,77.7
"DE92","2013",2094931,1.4,77.8
"DE93","2013",1667332,1.53,77.8
"DE94","2013",2442205,1.47,77.7
"DEA1","2013",5081061,1.39,77.6
"DEA2","2013",4315912,1.37,78.5
"DEA3","2013",2572390,1.41,78.1
"DEA4","2013",2025415,1.49,78.4
"DEA5","2013",3559551,1.39,77.1
"DEB1","2013",1476237,1.44,78
"DEB2","2013",518289,1.38,78.5
"DEB3","2013",1995752,1.4,78.5
"DEC0","2013",994287,1.25,77
"DED2","2013",1591320,1.56,78.1
"DED4","2013",1480210,1.54,76.9
"DED5","2013",978674,1.42,77.5
"DEE0","2013",2259393,1.45,76.2
"DEF0","2013",2806531,1.42,77.8
"DEG0","2013",2170460,1.48,77.4
"DK01","2013",1732068,1.58,78.1
"DK02","2013",816359,1.73,77.6
"DK03","2013",1201419,1.81,78.6
"DK04","2013",1272510,1.72,78.9
"DK05","2013",580272,1.7,78
"EE00","2013",1320174,1.52,72.8
"EL30","2013",3912849,1.23,78.1
"EL41","2013",199478,1.36,78.9
"EL42","2013",334652,1.31,79.8
"EL43","2013",630085,1.42,79.7
"EL51","2013",610102,1.38,77.7
"EL52","2013",1912624,1.3,78.8
"EL53","2013",281324,1.29,79.1
"EL54","2013",343128,1.29,79.9
"EL61","2013",741593,1.34,79
"EL62","2013",208241,1.42,79.1
"EL63","2013",682583,1.33,78.2
"EL64","2013",560093,1.25,79.8
"EL65","2013",586863,1.31,79.6
"ES11","2013",2761989,1.04,79.8
"ES12","2013",1067797,0.96,79.1
"ES13","2013",590036,1.18,80.2
"ES21","2013",2177006,1.3,80.2
"ES22","2013",638948,1.36,80.9
"ES23","2013",318647,1.33,81
"ES24","2013",1338316,1.3,80.4
"ES30","2013",6414620,1.29,81.6
"ES41","2013",2518560,1.13,81
"ES42","2013",2094406,1.3,80.8
"ES43","2013",1100970,1.22,79.2
"ES51","2013",7480921,1.34,80.3
"ES52","2013",4987011,1.26,80.1
"ES53","2013",1110112,1.22,80.3
"ES61","2013",8393175,1.34,79
"ES62","2013",1461983,1.51,80.1
"ES63","2013",84539,1.79,77.4
"ES64","2013",83620,2.49,79.1
"ES70","2013",2105234,0.99,80
"FI19","2013",1370384,1.81,78.6
"FI1B","2013",1566835,1.58,78.7
"FI1C","2013",1160732,1.68,77.6
"FI1D","2013",1300222,1.99,77.1
"FI20","2013",28501,1.8,79.3
"FR10","2013",11959807,2.01,80.8
"FRB0","2013",2570548,2.02,79
"FRC1","2013",1642687,1.91,78.4
"FRC2","2013",1177096,1.98,79.2
"FRD1","2013",1478712,1.93,78.3
"FRD2","2013",1849652,2.03,77.4
"FRE1","2013",4060741,2.1,76
"FRE2","2013",1927142,2.06,77.1
"FRF1","2013",1868183,1.83,79.4
"FRF2","2013",1339008,1.95,77.8
"FRF3","2013",2345197,1.8,78.3
"FRG0","2013",3660852,2.07,79.2
"FRH0","2013",3258707,1.95,77.9
"FRI1","2013",3316889,1.79,79.5
"FRI2","2013",737509,1.78,78.4
"FRI3","2013",1789779,1.89,78.7
"FRJ1","2013",2729721,1.94,79.1
"FRJ2","2013",2954157,1.82,80.2
"FRK1","2013",1357668,1.84,78.3
"FRK2","2013",6399927,2.01,80.3
"FRL0","2013",4953675,2.07,79.7
"FRM0","2013",320208,1.5,79.4
"FRY1","2013",437713,2.27,NA
"FRY2","2013",385551,1.91,NA
"FRY3","2013",244118,3.46,77.4
"FRY4","2013",835103,2.41,77.1
"HR03","2013",1407798,1.44,76.1
"HR04","2013",2854342,1.47,73.6
"HU11","2013",1735711,1.17,NA
"HU12","2013",1218172,1.4,NA
"HU21","2013",1074702,1.34,71.9
"HU22","2013",985279,1.25,72.2
"HU23","2013",925180,1.35,71.7
"HU31","2013",1189441,1.52,70.2
"HU32","2013",1491659,1.45,71.6
"HU33","2013",1288654,1.32,72
"HUXX","2013",0,NA,NA
"IE04","2013",834236,1.98,79.2
"IE05","2013",1556247,1.96,78.2
"IE06","2013",2219296,1.9,79.5
"IS00","2013",321857,1.93,80.5
