"Ateco Code","Description","Registered","Active","Signed","Ceased","Change","Registered Societ√† di capitale","Active Societ√† di capitale","Signed Societ√† di capitale","Ceased Societ√† di capitale","Change Societ√† di capitale","Registered Societ√† di persone","Active Societ√† di persone","Signed Societ√† di persone","Ceased Societ√† di persone","Change Societ√† di eersone","Registered Ditte individuali","Active Ditte individuali","Signed Ditte individuali","Ceased Ditte individuali","Change Ditte individuali","Registered Other forms","Active Other forms","Signed Other forms","Ceased Other forms","Change Other forms","Year","Percentage active","Percentage change active","Percentage change active Societ√† di capitale","Percentage change active Societ√† di persone","Percentage change active Ditte individuali","Percentage change active Other forms","Percentage change ceased","Percentage change ceased Societ√† di capitale","Percentage change ceased Societ√† di persone","Percentage change ceased Ditte individuali","Percentage change ceased Other forms"
"B07","Estrazione di minerali metalliferi                          ",51,18,0,2,1,31,11,0,1,0,13,5,0,0,0,2,0,0,1,0,5,2,0,0,1,"2016",35.29,-62.5,-68.57,400,-100,100,0,-50,NA,Inf,NA
"B08","Altre attivit‡ di estrazione di minerali da cave e miniere  ",4099,3053,9,117,24,2531,1844,5,57,28,800,600,0,27,-3,630,538,4,27,-2,138,71,0,6,1,"2016",74.48,16861.11,16663.64,11900,Inf,3450,5750,5600,Inf,2600,Inf
"B09","Attivit‡ dei servizi di supporto all'estrazione             ",85,71,5,3,2,57,47,1,1,1,4,4,0,2,0,18,17,4,0,1,6,3,0,0,0,"2016",83.53,-97.67,-97.45,-99.33,-96.84,-95.77,-97.44,-98.25,-92.59,-100,-100
"C","Attivit‡ manifatturiere                                     ",576303,495247,16263,29924,7452,210581,160255,3293,6644,5931,125355,103759,741,4636,-416,230493,225149,12119,18278,1684,9874,6084,110,366,253,"2016",85.94,697430.99,340868.09,2593875,1324305.88,202700,997366.67,664300,231700,Inf,Inf
"C10","Industrie alimentari                                        ",66236,58305,1334,2762,1822,16347,12755,218,406,829,19598,16869,104,539,288,27707,27005,1002,1744,663,2584,1676,10,73,42,"2016",88.03,-88.23,-92.04,-83.74,-88.01,-72.45,-90.77,-93.89,-88.37,-90.46,-80.05
"C11","Industria delle bevande                                     ",4246,3505,43,146,189,2205,1729,19,54,139,966,839,6,39,12,726,687,18,47,27,349,250,0,6,11,"2016",82.55,-93.99,-86.44,-95.03,-97.46,-85.08,-94.71,-86.7,-92.76,-97.31,-91.78
"C12","Industria del tabacco                                       ",79,43,0,5,0,47,28,0,3,0,7,6,0,0,0,1,1,0,0,0,24,8,0,2,0,"2016",54.43,-98.77,-98.38,-99.28,-99.85,-96.8,-96.58,-94.44,-100,-100,-66.67
"C13","Industrie tessili                                           ",19473,16074,521,1124,187,7821,5665,85,284,159,4310,3407,16,205,-35,7080,6876,417,629,61,262,126,3,6,2,"2016",82.55,37281.4,20132.14,56683.33,687500,1475,22380,9366.67,Inf,Inf,200
"C14","Confezione di articoli di abbigliamento; confezione di ar.. ",54984,46345,3264,4541,677,15897,10598,224,630,412,8212,6066,65,441,-24,30157,29340,2969,3440,274,718,341,6,30,15,"2016",84.29,188.32,87.08,78.05,326.7,170.63,304,121.83,115.12,446.9,400
"C15","Fabbricazione di articoli in pelle e simili                 ",25242,20985,1168,1838,307,9222,6683,168,345,278,4974,3720,28,264,-37,10832,10474,971,1220,61,214,108,1,9,5,"2016",83.14,-54.72,-36.94,-38.67,-64.3,-68.33,-59.52,-45.24,-40.14,-64.53,-70
"C16","Industria del legno e dei prodotti in legno e sughero (es.. ",37970,34075,693,2004,131,7258,5486,115,210,237,9439,7946,35,299,-109,20814,20374,535,1473,-8,459,269,8,22,11,"2016",89.74,62.38,-17.91,113.6,94.52,149.07,9.03,-39.13,13.26,20.74,144.44
"C17","Fabbricazione di carta e di prodotti di carta               ",5432,4356,71,221,76,3244,2479,29,109,75,1136,907,3,36,-6,947,908,39,71,4,105,62,0,5,3,"2016",80.19,-87.22,-54.81,-88.59,-95.54,-76.95,-88.97,-48.1,-87.96,-95.18,-77.27
"C18","Stampa e riproduzione di supporti registrati                ",21341,17956,479,1044,274,7461,5435,84,240,217,6011,4987,29,235,-16,7299,7163,358,546,61,570,371,8,23,12,"2016",84.14,312.21,119.24,449.83,688.88,498.39,372.4,120.18,552.78,669.01,360
"C19","Fabbricazione di coke e prodotti derivanti dalla raffinaz.. ",537,380,3,19,0,457,324,3,11,-1,46,29,0,2,-2,24,21,0,4,0,10,6,0,2,3,"2016",70.76,-97.88,-94.04,-99.42,-99.71,-98.38,-98.18,-95.42,-99.15,-99.27,-91.3
"C20","Fabbricazione di prodotti chimici                           ",7661,5992,98,255,120,5506,4200,70,159,108,1229,962,4,41,7,841,777,24,53,3,85,53,0,2,2,"2016",78.21,1476.84,1196.3,3217.24,3600,783.33,1242.11,1345.45,1950,1225,0
"C21","Fabbricazione di prodotti farmaceutici di base e di prepa.. ",975,766,10,27,20,877,699,10,25,21,60,40,0,1,-2,28,23,0,1,1,10,4,0,0,0,"2016",78.56,-87.22,-83.36,-95.84,-97.04,-92.45,-89.41,-84.28,-97.56,-98.11,-100
"C22","Fabbricazione di articoli in gomma e materie plastiche      ",14263,11738,273,593,217,8559,6780,118,223,212,2851,2288,9,110,-28,2634,2542,144,249,26,219,128,2,11,7,"2016",82.3,1432.38,869.96,5620,10952.17,3100,2096.3,792,10900,24800,Inf
"C23","Fabbricazione di altri prodotti della lavorazione di miner. ",29383,24310,510,1253,221,11797,8561,124,343,239,7014,5694,22,203,-49,10037,9748,353,695,21,535,307,11,12,10,"2016",82.73,107.11,26.27,148.86,283.48,139.84,111.3,53.81,84.55,179.12,9.09
"C24","Metallurgia                                                 ",4709,3624,47,168,48,3127,2302,28,89,64,909,702,1,32,-14,618,593,18,43,-3,55,27,0,4,1,"2016",76.96,-85.09,-73.11,-87.67,-93.92,-91.21,-86.59,-74.05,-84.24,-93.81,-66.67
"C25","Fabbricazione di prodotti in metallo (esclusi macchinari .. ",109854,96387,2711,5253,1154,40176,32226,759,1115,1245,25431,21375,162,912,-260,42709,41769,1760,3163,99,1538,1017,30,63,70,"2016",87.74,2559.69,1299.91,2944.87,6943.68,3666.67,3026.79,1152.81,2750,7255.81,1475
"C26","Fabbricazione di computer e prodotti di elettronica e ott.. ",12379,9835,208,613,11,7598,5643,111,288,54,1971,1515,5,86,-27,2619,2569,91,233,-20,191,108,1,6,4,"2016",79.45,-89.8,-82.49,-92.91,-93.85,-89.38,-88.33,-74.17,-90.57,-92.63,-90.48
"C27","Fabbricazione di apparecchiature elettriche ed apparecchi.. ",14889,12079,254,728,28,8398,6367,114,294,59,2821,2254,15,132,-29,3448,3336,124,288,-4,222,122,1,14,2,"2016",81.13,22.82,12.83,48.78,29.86,12.96,18.76,2.08,53.49,23.61,133.33
"C28","Fabbricazione di macchinari ed apparecchiature nca          ",33930,28173,477,1371,189,21278,16844,313,636,382,5620,4624,19,214,-128,6671,6503,140,506,-69,361,202,5,15,4,"2016",83.03,133.24,164.55,105.15,94.93,65.57,88.32,116.33,62.12,75.69,7.14
"C29","Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",4190,3293,85,163,85,2660,1994,41,84,74,729,583,4,16,0,723,676,40,60,6,78,40,0,3,5,"2016",78.59,-88.31,-88.16,-87.39,-89.6,-80.2,-88.11,-86.79,-92.52,-88.14,-80
"C30","Fabbricazione di altri mezzi di trasporto                   ",6969,5534,148,369,78,3781,2704,70,167,92,1104,870,7,44,-12,1883,1831,66,148,-6,201,129,5,10,4,"2016",79.41,68.05,35.61,49.23,170.86,222.5,126.38,98.81,175,146.67,233.33
"C31","Fabbricazione di mobili                                     ",27197,22127,569,1318,277,10299,7076,132,412,216,7427,6004,37,262,-31,9189,8898,397,633,86,282,149,3,11,6,"2016",81.36,299.84,161.69,590.11,385.96,15.5,257.18,146.71,495.45,327.7,10
"C32","Altre industrie manifatturiere                              ",41845,38935,1191,2044,323,7246,5674,125,230,195,8813,7823,60,334,13,25488,25226,1005,1465,106,298,212,1,15,9,"2016",93.05,75.96,-19.81,30.3,183.5,42.28,55.08,-44.17,27.48,131.44,36.36
"C33","Riparazione, manutenzione ed installazione di macchine ed.. ",32519,30430,2106,2065,1018,9320,8003,333,287,625,4677,4249,110,189,73,18018,17809,1648,1567,295,504,369,15,22,25,"2016",93.58,-21.84,41.05,-45.69,-29.4,74.06,1.03,24.78,-43.41,6.96,46.67
"D","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",11824,11111,357,521,760,8508,7891,268,415,603,947,918,11,19,43,1834,1818,59,73,109,535,484,19,14,5,"2016",93.97,-63.49,-1.4,-78.39,-89.79,31.17,-74.77,44.6,-89.95,-95.34,-36.36
"D35","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",11824,11111,357,521,760,8508,7891,268,415,603,947,918,11,19,43,1834,1818,59,73,109,535,484,19,14,5,"2016",93.97,0,0,0,0,0,0,0,0,0,0
"E","Fornitura di acqua; reti fognarie, attivit‡ di gestione d.. ",11557,9906,123,362,380,6392,5332,65,144,334,1495,1306,3,35,-5,2286,2233,45,131,29,1384,1035,10,52,22,"2016",85.71,-10.85,-32.43,42.27,22.83,113.84,-30.52,-65.3,84.21,79.45,271.43
"E36","Raccolta, trattamento e fornitura di acqua                  ",896,749,14,37,16,435,358,6,22,8,72,62,0,2,2,81,78,3,3,2,308,251,5,10,4,"2016",83.59,-92.44,-93.29,-95.25,-96.51,-75.75,-89.78,-84.72,-94.29,-97.71,-80.77
"E37","Gestione delle reti fognarie                                ",1355,1244,11,31,51,568,505,1,13,37,288,274,1,2,1,391,387,9,15,11,108,78,0,1,2,"2016",91.81,66.09,41.06,341.94,396.15,-68.92,-16.22,-40.91,0,400,-90
"E38","Attivit‡ di raccolta, trattamento e smaltimento dei rifiu.. ",8121,6913,84,243,285,4821,3996,49,96,251,1033,881,2,22,-2,1568,1529,29,99,15,699,507,4,26,21,"2016",85.12,455.71,691.29,221.53,295.09,550,683.87,638.46,1000,560,2500
"E39","Attivit‡ di risanamento e altri servizi di gestione dei r.. ",1185,1000,14,51,28,568,473,9,13,38,102,89,0,9,-6,246,239,4,14,1,269,199,1,15,-5,"2016",84.39,-85.53,-88.16,-89.9,-84.37,-60.75,-79.01,-86.46,-59.09,-85.86,-42.31
"F","Costruzioni                                                 ",843433,750863,34123,50297,7911,222468,172847,5158,6575,6724,100977,81903,1085,4378,153,488129,477810,27547,38099,452,31859,18303,333,1245,582,"2016",89.02,74986.3,36442.71,91925.84,199820.5,9097.49,98521.57,50476.92,48544.44,272035.71,8200
"F41","Costruzione di edifici                                      ",315750,255127,6711,15403,3177,148812,113457,2642,4565,3129,47945,37268,236,2055,-65,95693,92038,3691,7870,-108,23300,12364,142,913,221,"2016",80.8,-66.02,-34.36,-54.5,-80.74,-32.45,-69.38,-30.57,-53.06,-79.34,-26.67
"F42","Ingegneria civile                                           ",13166,10716,322,616,357,6667,5278,151,206,265,1495,1195,7,40,-3,3100,2977,123,257,31,1904,1266,41,113,64,"2016",81.39,-95.8,-95.35,-96.79,-96.77,-89.76,-96,-95.49,-98.05,-96.73,-87.62
"F43","Lavori di costruzione specializzati                         ",514517,485020,27090,34278,4377,66989,54112,2365,1804,3330,51537,43440,842,2283,221,389336,382795,23733,29972,529,6655,4673,150,219,297,"2016",94.27,4426.13,925.24,3535.15,12758.41,269.12,5464.61,775.73,5607.5,11562.26,93.81
"G","Commercio all'ingrosso e al dettaglio; riparazione di aut.. ",1550056,1408721,65665,100595,33135,314857,240130,6788,10929,15523,249379,206553,2117,11307,3158,974783,954225,56580,78002,14103,11037,7813,180,357,351,"2016",90.88,190.45,343.76,375.49,149.28,67.19,193.47,505.82,395.27,160.25,63.01
"G45","Commercio all'ingrosso e al dettaglio e riparazione di au.. ",166844,152823,6367,7599,3631,37976,30260,953,1045,2033,36691,32050,261,1103,271,91290,89841,5136,5428,1275,887,672,17,23,52,"2016",91.6,-89.15,-87.4,-84.48,-90.58,-91.4,-92.45,-90.44,-90.24,-93.04,-93.56
"G46","Commercio all'ingrosso (escluso quello di autoveicoli e d.. ",513395,450765,22544,32264,9653,162676,123062,3501,5761,6733,68996,54485,583,3176,580,276449,269801,18402,23156,2215,5274,3417,58,171,125,"2016",87.8,194.96,306.68,70,200.31,408.48,324.58,451.29,187.94,326.6,643.48
"G47","Commercio al dettaglio (escluso quello di autoveicoli e d.. ",869817,805133,36754,60732,19851,114205,86808,2334,4123,6757,143692,120018,1273,7028,2307,607044,594583,33042,49418,10613,4876,3724,105,163,174,"2016",92.56,78.61,-29.46,120.28,120.38,8.98,88.23,-28.43,121.28,113.41,-4.68
"H","Trasporto e magazzinaggio                                   ",170361,150888,3008,8650,4827,39255,31446,427,1181,2321,21829,18272,77,785,154,93240,90462,2262,5983,1508,16037,10708,242,701,844,"2016",88.57,-81.26,-63.78,-84.78,-84.79,187.54,-85.76,-71.36,-88.83,-87.89,330.06
"H49","Trasporto terrestre e mediante condotte                     ",131346,119143,1833,6464,3314,23822,19123,137,658,1585,17732,14867,44,610,84,82824,80266,1610,4949,1196,6968,4887,42,247,449,"2016",90.71,-21.04,-39.19,-18.64,-11.27,-54.36,-25.27,-44.28,-22.29,-17.28,-64.76
"H50","Trasporto marittimo e per vie d'acqua                       ",2553,2152,55,91,89,946,648,8,34,36,315,263,1,14,7,1155,1138,42,39,44,137,103,4,4,2,"2016",84.29,-98.19,-96.61,-98.23,-98.58,-97.89,-98.59,-94.83,-97.7,-99.21,-98.38
"H51","Trasporto aereo                                             ",325,204,1,17,4,270,166,1,14,6,16,11,0,2,-1,16,13,0,1,0,23,14,0,0,-1,"2016",62.77,-90.52,-74.38,-95.82,-98.86,-86.41,-81.32,-58.82,-85.71,-97.44,-100
"H52","Magazzinaggio e attivit‡ di supporto ai trasporti           ",31749,25384,971,1647,1122,13097,10587,259,432,571,3232,2680,25,123,51,6745,6577,495,649,125,8675,5540,192,443,375,"2016",79.95,12343.14,6277.71,24263.64,50492.31,39471.43,9588.24,2985.71,6050,64800,Inf
"H53","Servizi postali e attivit‡ di corriere                      ",4388,4005,148,431,298,1120,922,22,43,123,534,451,7,36,13,2500,2468,115,345,143,234,164,4,7,19,"2016",91.27,-84.22,-91.29,-83.17,-62.48,-97.04,-73.83,-90.05,-70.73,-46.84,-98.42
"I","Attivit‡ dei servizi alloggio e ristorazione                ",436650,379899,17692,28712,20692,89810,70626,1869,2467,8477,148208,117182,1625,7133,3348,192414,187073,14010,18931,8575,6218,5018,188,181,292,"2016",87,9385.62,7560.09,25882.71,7479.94,2959.76,6561.72,5637.21,19713.89,5387.25,2485.71
"I55","Alloggio                                                    ",54172,48934,1978,1997,2631,18365,15424,222,402,1376,15721,13962,96,368,202,18844,18488,1631,1189,1008,1242,1060,29,38,45,"2016",90.33,-87.12,-78.16,-88.09,-90.12,-78.88,-93.04,-83.7,-94.84,-93.72,-79.01
"I56","Attivit‡ dei servizi di ristorazione                        ",382478,330965,15714,26715,18061,71445,55202,1647,2065,7101,132487,103220,1529,6765,3146,173570,168585,12379,17742,7567,4976,3958,159,143,247,"2016",86.53,576.35,257.9,639.29,811.86,273.4,1237.76,413.68,1738.32,1392.18,276.32
"J","Servizi di informazione e comunicazione                     ",133039,116826,6584,8086,3165,64315,52690,2196,2399,2756,21571,18781,246,1146,104,40554,40133,3997,4310,141,6599,5222,145,231,164,"2016",87.81,-64.7,-4.55,-81.8,-76.19,31.94,-69.73,16.17,-83.06,-75.71,61.54
"J58","Attivit‡ editoriali                                         ",12607,9926,292,631,235,6919,4937,106,266,178,1499,1178,12,76,20,2619,2559,142,228,23,1570,1252,32,61,14,"2016",78.73,-91.5,-90.63,-93.73,-93.62,-76.02,-92.2,-88.91,-93.37,-94.71,-73.59
"J59","Attivit‡ di produzione cinematografica, di video e di pro.. ",12140,10032,396,578,367,6175,4461,87,171,291,1584,1338,7,89,44,3434,3391,276,294,15,947,842,26,24,17,"2016",82.64,1.07,-9.64,13.58,32.51,-32.75,-8.4,-35.71,17.11,28.95,-60.66
"J60","Attivit‡ di programmazione e trasmissione                   ",2423,1924,12,79,50,1527,1166,4,42,41,333,278,0,20,-1,149,139,4,9,-1,414,341,4,8,11,"2016",79.41,-80.82,-73.86,-79.22,-95.9,-59.5,-86.33,-75.44,-77.53,-96.94,-66.67
"J61","Telecomunicazioni                                           ",11026,10096,450,951,213,3251,2624,67,124,175,1087,915,5,73,11,6544,6438,373,750,25,144,119,5,4,2,"2016",91.57,424.74,125.04,229.14,4531.65,-65.1,1103.8,195.24,265,8233.33,-50
"J62","Produzione di software, consulenza informatica e attivit‡.. ",47289,42275,2855,3150,1209,25665,21792,1174,1104,1091,6468,5741,154,420,47,14071,13988,1505,1583,37,1085,754,22,43,34,"2016",89.4,318.73,730.49,527.43,117.27,533.61,231.23,790.32,475.34,111.07,975
"J63","Attivit‡ dei servizi d'informazione e altri servizi infor.. ",47554,42573,2579,2697,1091,20778,17710,758,692,980,10600,9331,68,468,-17,13737,13618,1697,1446,42,2439,1914,56,91,86,"2016",89.53,0.7,-18.73,62.53,-2.65,153.85,-14.38,-37.32,11.43,-8.65,111.63
"K","Attivit‡ finanziarie e assicurative                         ",123782,115997,7541,8020,2307,24341,19361,651,960,1402,14317,12373,122,673,345,83603,83131,6748,6289,543,1521,1132,20,98,17,"2016",93.71,172.47,9.32,32.6,510.45,-40.86,197.37,38.73,43.8,334.92,7.69
"K64","Attivit‡ di servizi finanziari (escluse le assicurazioni .. ",17241,13838,670,780,944,13965,11154,556,582,854,1833,1514,73,94,74,398,390,25,31,-1,1045,780,16,73,17,"2016",80.26,-88.07,-42.39,-87.76,-99.53,-31.1,-90.27,-39.38,-86.03,-99.51,-25.51
"K65","Assicurazioni, riassicurazioni e fondi pensione (escluse .. ",895,624,11,43,-2,315,186,0,13,3,362,246,0,15,-6,150,142,11,14,2,68,50,0,1,-1,"2016",69.72,-95.49,-98.33,-83.75,-63.59,-93.59,-94.49,-97.77,-84.04,-54.84,-98.63
"K66","Attivit‡ ausiliarie dei servizi finanziari e delle attivi.. ",105646,101535,6860,7197,1365,10061,8021,95,365,545,12122,10613,49,564,277,83055,82599,6712,6244,542,408,302,4,24,1,"2016",96.11,16171.63,4212.37,4214.23,58068.31,504,16637.21,2707.69,3660,44500,2300
"L","Attivita' immobiliari                                       ",285798,247187,4489,10979,7572,154068,126832,1878,4443,3581,97349,88533,556,4262,3166,30698,29899,2035,2184,775,3683,1923,20,90,50,"2016",86.49,143.45,1481.25,734.19,-63.8,536.75,52.55,1117.26,655.67,-65.02,275
"L68","Attivita' immobiliari                                       ",285798,247187,4489,10979,7572,154068,126832,1878,4443,3581,97349,88533,556,4262,3166,30698,29899,2035,2184,775,3683,1923,20,90,50,"2016",86.49,0,0,0,0,0,0,0,0,0,0
"M","Attivit‡ professionali, scientifiche e tecniche             ",202095,178904,10926,12544,4964,95240,79404,3180,3873,4126,29960,26282,651,1826,331,63226,62451,6856,6273,244,13669,10767,239,572,263,"2016",88.52,-27.62,-37.39,-70.31,108.87,459.91,14.25,-12.83,-57.16,187.23,535.56
"M69","Attivit‡ legali e contabilit‡                               ",11650,10118,405,492,314,6283,5284,98,194,250,2499,2184,25,115,34,2004,1986,273,153,27,864,664,9,30,3,"2016",86.85,-94.34,-93.35,-91.69,-96.82,-93.83,-96.08,-94.99,-93.7,-97.56,-94.76
"M70","Attivit‡ di direzione aziendale e di consulenza gestional.. ",58441,51838,3381,3466,2253,33921,29213,1318,1469,1807,8336,7629,302,522,164,9824,9711,1635,1183,128,6360,5285,126,292,154,"2016",88.7,412.33,452.86,249.31,388.97,695.93,604.47,657.22,353.91,673.2,873.33
"M71","Attivit‡ degli studi di architettura e d'ingegneria; coll.. ",25879,22580,929,1219,405,16609,14016,331,623,353,3969,3582,38,253,-20,3499,3467,539,283,39,1802,1515,21,60,33,"2016",87.25,-56.44,-52.02,-53.05,-64.3,-71.33,-64.83,-57.59,-51.53,-76.08,-79.45
"M72","Ricerca scientifica e sviluppo                              ",5445,4745,324,250,175,3793,3295,279,171,158,349,311,4,12,-5,189,188,27,19,2,1114,951,14,48,20,"2016",87.14,-78.99,-76.49,-91.32,-94.58,-37.23,-79.49,-72.55,-95.26,-93.29,-20
"M73","Pubblicit‡ e ricerche di mercato                            ",36248,31744,1844,2665,551,14802,11590,389,626,555,4793,4082,67,311,39,15151,14909,1358,1667,-49,1502,1163,30,61,6,"2016",87.57,569,251.75,1212.54,7830.32,22.29,966,266.08,2491.67,8673.68,27.08
"M74","Altre attivit‡ professionali, scientifiche e tecniche       ",63854,57339,4012,4430,1233,19620,15815,764,785,987,9834,8326,215,605,113,32389,32024,2994,2959,86,2011,1174,39,81,47,"2016",89.8,80.63,36.45,103.97,114.8,0.95,66.23,25.4,94.53,77.5,32.79
"M75","Servizi veterinari                                          ",578,540,31,22,33,212,191,1,5,16,180,168,0,8,6,170,166,30,9,11,16,15,0,0,0,"2016",93.43,-99.06,-98.79,-97.98,-99.48,-98.72,-99.5,-99.36,-98.68,-99.7,-100
"N","Noleggio, agenzie di viaggio, servizi di supporto alle im.. ",190021,171942,13243,12317,5748,54161,44392,1613,2033,3451,24017,20862,382,1268,532,93732,92580,10790,8361,958,18111,14108,458,655,807,"2016",90.49,31741.11,23141.88,12317.86,55671.08,93953.33,55886.36,40560,15750,92800,Inf
"N77","Attivit‡ di noleggio e leasing operativo                    ",21111,18309,816,1391,857,10007,8087,252,422,592,3462,2882,35,221,87,7147,6950,513,729,161,495,390,16,19,17,"2016",86.73,-89.35,-81.78,-86.19,-92.49,-97.24,-88.71,-79.24,-82.57,-91.28,-97.1
"N78","Attivit‡ di ricerca, selezione, fornitura di personale      ",1116,944,24,56,47,695,588,6,27,38,173,148,0,12,0,128,126,13,14,1,120,82,5,3,8,"2016",84.59,-94.84,-92.73,-94.86,-98.19,-78.97,-95.97,-93.6,-94.57,-98.08,-84.21
"N79","Attivit‡ dei servizi delle agenzie di viaggio, dei tour o.. ",17984,15488,559,976,526,7793,6106,107,279,308,3760,3244,31,178,47,5318,5217,393,479,127,1113,921,28,40,44,"2016",86.12,1540.68,938.44,2091.89,4040.48,1023.17,1642.86,933.33,1383.33,3321.43,1233.33
"N80","Servizi di vigilanza e investigazione                       ",3708,3067,87,224,160,1840,1418,32,77,116,362,297,2,29,8,1116,1099,47,108,20,390,253,6,10,16,"2016",82.71,-80.2,-76.78,-90.84,-78.93,-72.53,-77.05,-72.4,-83.71,-77.45,-75
"N81","Attivit‡ di servizi per edifici e paesaggio                 ",70706,65341,5257,4183,1502,10503,8727,387,288,731,6655,5744,106,297,89,45444,44907,4630,3325,356,8104,5963,134,273,326,"2016",92.41,2030.45,515.44,1834.01,3986.17,2256.92,1767.41,274.03,924.14,2978.7,2630
"N82","Attivit‡ di supporto per le funzioni d'ufficio e altri se.. ",75396,68793,6500,5487,2656,23323,19466,829,940,1666,9605,8547,208,531,301,34579,34281,5194,3706,293,7889,6499,269,310,396,"2016",91.24,5.28,123.05,48.8,-23.66,8.99,31.17,226.39,78.79,11.46,13.55
"O","Amministrazione pubblica e difesa; assicurazione sociale .. ",155,86,4,1,5,58,25,0,0,-1,12,10,0,0,2,3,3,1,0,0,82,48,3,1,4,"2016",55.48,-99.87,-99.87,-99.88,-99.99,-99.26,-99.98,-100,-100,-100,-99.68
"O84","Amministrazione pubblica e difesa; assicurazione sociale .. ",155,86,4,1,5,58,25,0,0,-1,12,10,0,0,2,3,3,1,0,0,82,48,3,1,4,"2016",55.48,0,0,0,0,0,0,NA,NA,NA,0
"P","Istruzione                                                  ",29261,26810,1173,1311,939,8542,7221,251,311,565,4700,4328,60,187,80,6240,6193,531,542,127,9779,9068,331,271,167,"2016",91.62,31074.42,28784,43180,206333.33,18791.67,131000,Inf,Inf,Inf,27000
"P85","Istruzione                                                  ",29261,26810,1173,1311,939,8542,7221,251,311,565,4700,4328,60,187,80,6240,6193,531,542,127,9779,9068,331,271,167,"2016",91.62,0,0,0,0,0,0,0,0,0,0
"Q","Sanita' e assistenza sociale                                ",40409,35846,884,1373,2088,14226,12402,155,349,1049,7405,6711,28,256,195,4217,4151,426,339,176,14561,12582,275,429,668,"2016",88.71,33.7,71.75,55.06,-32.97,38.75,4.73,12.22,36.9,-37.45,58.3
"Q86","Assistenza sanitaria                                        ",21192,18746,382,612,1052,11711,10196,101,270,786,5774,5240,18,174,126,1748,1725,230,116,48,1959,1585,33,52,92,"2016",88.46,-47.7,-17.79,-21.92,-58.44,-87.4,-55.43,-22.64,-32.03,-65.78,-87.88
"Q87","Servizi di assistenza sociale residenziale                  ",6149,5643,158,201,524,1525,1373,28,41,170,383,330,1,11,21,844,828,50,68,66,3397,3112,79,81,267,"2016",91.77,-69.9,-86.53,-93.7,-52,96.34,-67.16,-84.81,-93.68,-41.38,55.77
"Q88","Assistenza sociale non residenziale                         ",13068,11457,344,560,512,990,833,26,38,93,1248,1141,9,71,48,1625,1598,146,155,62,9205,7885,163,296,309,"2016",87.67,103.03,-39.33,245.76,93,153.37,178.61,-7.32,545.45,127.94,265.43
"R","Attivit‡ artistiche, sportive, di intrattenimento e diver.. ",74026,64669,3038,4067,3193,25473,19986,508,840,1848,12199,10113,82,572,326,23471,23059,1516,2187,913,12883,11511,932,468,106,"2016",87.36,464.45,2299.28,786.33,1342.99,45.99,626.25,2110.53,705.63,1310.97,58.11
"R90","Attivit‡ creative, artistiche e di intrattenimento          ",16829,14315,854,876,231,4104,2876,100,134,152,2055,1552,17,94,8,6938,6836,609,529,57,3732,3051,128,119,14,"2016",85.06,-77.86,-85.61,-84.65,-70.35,-73.49,-78.46,-84.05,-83.57,-75.81,-74.57
