"";"provincia";"sesso";"classe_eta";"popolazione_2018";"popolazione_2019"
"2068";"Cosenza";"femmine";"totale";354871;352387
"2069";"Cosenza";"maschi";"10-14 anni";16076;15982
"2070";"Cosenza";"maschi";"100 anni e più";46;42
"2071";"Cosenza";"maschi";"15-19 anni";17231;16983
"2072";"Cosenza";"maschi";"20-24 anni";19013;18497
"2073";"Cosenza";"maschi";"25-29 anni";21238;20478
"2074";"Cosenza";"maschi";"30-34 anni";21962;21352
"2075";"Cosenza";"maschi";"35-39 anni";22482;22224
"2076";"Cosenza";"maschi";"40-44 anni";24561;24024
"2077";"Cosenza";"maschi";"45-49 anni";25333;24927
"2078";"Cosenza";"maschi";"5-9 anni";14938;14575
"2079";"Cosenza";"maschi";"50-54 anni";26464;26154
"2080";"Cosenza";"maschi";"55-59 anni";25483;25767
"2081";"Cosenza";"maschi";"60-64 anni";22851;23150
"2082";"Cosenza";"maschi";"65-69 anni";20488;20588
"2083";"Cosenza";"maschi";"70-74 anni";16889;17944
"2084";"Cosenza";"maschi";"75-79 anni";12905;12530
"2085";"Cosenza";"maschi";"80-84 anni";10472;10626
"2086";"Cosenza";"maschi";"85-89 anni";5989;6172
"2087";"Cosenza";"maschi";"90-94 anni";2052;2155
"2088";"Cosenza";"maschi";"95-99 anni";408;451
"2089";"Cosenza";"maschi";"fino a 4 anni";13853;13495
"2090";"Cosenza";"maschi";"totale";340734;338116
"2091";"Cosenza";"totale";"10-14 anni";31175;30991
"2092";"Cosenza";"totale";"100 anni e più";167;180
"2093";"Cosenza";"totale";"15-19 anni";33262;32909
"2094";"Cosenza";"totale";"20-24 anni";36201;35184
"2095";"Cosenza";"totale";"25-29 anni";41545;39802
"2096";"Cosenza";"totale";"30-34 anni";43318;42357
"2097";"Cosenza";"totale";"35-39 anni";44642;43841
"2098";"Cosenza";"totale";"40-44 anni";49175;47960
"2099";"Cosenza";"totale";"45-49 anni";52115;51047
"2100";"Cosenza";"totale";"5-9 anni";29194;28577
"2101";"Cosenza";"totale";"50-54 anni";54505;54010
"2102";"Cosenza";"totale";"55-59 anni";52330;53234
"2103";"Cosenza";"totale";"60-64 anni";47047;47825
"2104";"Cosenza";"totale";"65-69 anni";42332;42566
"2105";"Cosenza";"totale";"70-74 anni";35303;37533
"2106";"Cosenza";"totale";"75-79 anni";27914;27007
"2107";"Cosenza";"totale";"80-84 anni";24383;24624
"2108";"Cosenza";"totale";"85-89 anni";15788;15996
"2109";"Cosenza";"totale";"90-94 anni";6414;6609
"2110";"Cosenza";"totale";"95-99 anni";1557;1680
"2111";"Cosenza";"totale";"fino a 4 anni";27238;26571
"2112";"Cosenza";"totale";"totale";695605;690503
"2113";"Cremona";"femmine";"10-14 anni";7789;7828
"2114";"Cremona";"femmine";"100 anni e più";62;78
"2115";"Cremona";"femmine";"15-19 anni";7639;7629
"2116";"Cremona";"femmine";"20-24 anni";7926;7971
"2117";"Cremona";"femmine";"25-29 anni";8728;8597
"2118";"Cremona";"femmine";"30-34 anni";9206;9213
"2119";"Cremona";"femmine";"35-39 anni";10352;10149
"2120";"Cremona";"femmine";"40-44 anni";12832;12338
"2121";"Cremona";"femmine";"45-49 anni";13821;13633
"2122";"Cremona";"femmine";"5-9 anni";7450;7344
"2123";"Cremona";"femmine";"50-54 anni";14392;14385
"2124";"Cremona";"femmine";"55-59 anni";13221;13587
"2125";"Cremona";"femmine";"60-64 anni";11818;12045
"2126";"Cremona";"femmine";"65-69 anni";11096;10945
"2127";"Cremona";"femmine";"70-74 anni";10330;10746
"2128";"Cremona";"femmine";"75-79 anni";9473;9111
"2129";"Cremona";"femmine";"80-84 anni";8274;8520
"2130";"Cremona";"femmine";"85-89 anni";5875;5894
"2131";"Cremona";"femmine";"90-94 anni";3021;3092
"2132";"Cremona";"femmine";"95-99 anni";825;896
"2133";"Cremona";"femmine";"fino a 4 anni";6480;6305
"2134";"Cremona";"femmine";"totale";180610;180306
"2135";"Cremona";"maschi";"10-14 anni";8480;8596
"2136";"Cremona";"maschi";"100 anni e più";10;9
"2137";"Cremona";"maschi";"15-19 anni";8356;8353
"2138";"Cremona";"maschi";"20-24 anni";8950;8959
"2139";"Cremona";"maschi";"25-29 anni";9145;9111
"2140";"Cremona";"maschi";"30-34 anni";9696;9584
"2141";"Cremona";"maschi";"35-39 anni";10847;10621
"2142";"Cremona";"maschi";"40-44 anni";13368;12836
"2143";"Cremona";"maschi";"45-49 anni";14440;14244
"2144";"Cremona";"maschi";"5-9 anni";8261;8071
"2145";"Cremona";"maschi";"50-54 anni";15033;15086
"2146";"Cremona";"maschi";"55-59 anni";13147;13504
"2147";"Cremona";"maschi";"60-64 anni";11315;11616
"2148";"Cremona";"maschi";"65-69 anni";10782;10620
"2149";"Cremona";"maschi";"70-74 anni";9389;9933
"2150";"Cremona";"maschi";"75-79 anni";7798;7472
"2151";"Cremona";"maschi";"80-84 anni";5573;5972
"2152";"Cremona";"maschi";"85-89 anni";2825;2948
"2153";"Cremona";"maschi";"90-94 anni";983;1063
"2154";"Cremona";"maschi";"95-99 anni";206;204
"2155";"Cremona";"maschi";"fino a 4 anni";6936;6800
"2156";"Cremona";"maschi";"totale";175540;175602
"2157";"Cremona";"totale";"10-14 anni";16269;16424
"2158";"Cremona";"totale";"100 anni e più";72;87
"2159";"Cremona";"totale";"15-19 anni";15995;15982
"2160";"Cremona";"totale";"20-24 anni";16876;16930
"2161";"Cremona";"totale";"25-29 anni";17873;17708
"2162";"Cremona";"totale";"30-34 anni";18902;18797
"2163";"Cremona";"totale";"35-39 anni";21199;20770
"2164";"Cremona";"totale";"40-44 anni";26200;25174
"2165";"Cremona";"totale";"45-49 anni";28261;27877
"2166";"Cremona";"totale";"5-9 anni";15711;15415
"2167";"Cremona";"totale";"50-54 anni";29425;29471
"2168";"Cremona";"totale";"55-59 anni";26368;27091
"2169";"Cremona";"totale";"60-64 anni";23133;23661
"2170";"Cremona";"totale";"65-69 anni";21878;21565
"2171";"Cremona";"totale";"70-74 anni";19719;20679
"2172";"Cremona";"totale";"75-79 anni";17271;16583
"2173";"Cremona";"totale";"80-84 anni";13847;14492
"2174";"Cremona";"totale";"85-89 anni";8700;8842
"2175";"Cremona";"totale";"90-94 anni";4004;4155
"2176";"Cremona";"totale";"95-99 anni";1031;1100
"2177";"Cremona";"totale";"fino a 4 anni";13416;13105
"2178";"Cremona";"totale";"totale";356150;355908
"2179";"Crotone";"femmine";"10-14 anni";4413;4255
"2180";"Crotone";"femmine";"100 anni e più";18;16
"2181";"Crotone";"femmine";"15-19 anni";4532;4558
"2182";"Crotone";"femmine";"20-24 anni";4810;4592
"2183";"Crotone";"femmine";"25-29 anni";5226;5050
"2184";"Crotone";"femmine";"30-34 anni";5209;5100
"2185";"Crotone";"femmine";"35-39 anni";5168;5082
"2186";"Crotone";"femmine";"40-44 anni";5743;5514
"2187";"Crotone";"femmine";"45-49 anni";6225;6071
"2188";"Crotone";"femmine";"5-9 anni";4006;3900
"2189";"Crotone";"femmine";"50-54 anni";6377;6411
"2190";"Crotone";"femmine";"55-59 anni";6024;6103
"2191";"Crotone";"femmine";"60-64 anni";5335;5407
"2192";"Crotone";"femmine";"65-69 anni";4928;4891
"2193";"Crotone";"femmine";"70-74 anni";4287;4614
"2194";"Crotone";"femmine";"75-79 anni";3486;3389
"2195";"Crotone";"femmine";"80-84 anni";3042;3091
"2196";"Crotone";"femmine";"85-89 anni";1905;1958
"2197";"Crotone";"femmine";"90-94 anni";787;803
"2198";"Crotone";"femmine";"95-99 anni";150;173
"2199";"Crotone";"femmine";"fino a 4 anni";3589;3574
"2200";"Crotone";"femmine";"totale";85260;84552
"2201";"Crotone";"maschi";"10-14 anni";4679;4582
"2202";"Crotone";"maschi";"100 anni e più";1;1
"2203";"Crotone";"maschi";"15-19 anni";5097;4910
"2204";"Crotone";"maschi";"20-24 anni";5665;5245
"2205";"Crotone";"maschi";"25-29 anni";6307;5591
"2206";"Crotone";"maschi";"30-34 anni";6209;5812
"2207";"Crotone";"maschi";"35-39 anni";5967;5668
"2208";"Crotone";"maschi";"40-44 anni";5887;5700
"2209";"Crotone";"maschi";"45-49 anni";6061;6007
"2210";"Crotone";"maschi";"5-9 anni";4311;4175
"2211";"Crotone";"maschi";"50-54 anni";6074;5916
"2212";"Crotone";"maschi";"55-59 anni";5728;5944
"2213";"Crotone";"maschi";"60-64 anni";5206;5238
"2214";"Crotone";"maschi";"65-69 anni";4588;4650
"2215";"Crotone";"maschi";"70-74 anni";3823;4029
"2216";"Crotone";"maschi";"75-79 anni";2830;2780
"2217";"Crotone";"maschi";"80-84 anni";2183;2214
"2218";"Crotone";"maschi";"85-89 anni";1278;1310
"2219";"Crotone";"maschi";"90-94 anni";387;435
"2220";"Crotone";"maschi";"95-99 anni";67;71
"2221";"Crotone";"maschi";"fino a 4 anni";3878;3751
"2222";"Crotone";"maschi";"totale";86226;84029
"2223";"Crotone";"totale";"10-14 anni";9092;8837
"2224";"Crotone";"totale";"100 anni e più";19;17
"2225";"Crotone";"totale";"15-19 anni";9629;9468
"2226";"Crotone";"totale";"20-24 anni";10475;9837
"2227";"Crotone";"totale";"25-29 anni";11533;10641
"2228";"Crotone";"totale";"30-34 anni";11418;10912
"2229";"Crotone";"totale";"35-39 anni";11135;10750
"2230";"Crotone";"totale";"40-44 anni";11630;11214
"2231";"Crotone";"totale";"45-49 anni";12286;12078
"2232";"Crotone";"totale";"5-9 anni";8317;8075
"2233";"Crotone";"totale";"50-54 anni";12451;12327
"2234";"Crotone";"totale";"55-59 anni";11752;12047
"2235";"Crotone";"totale";"60-64 anni";10541;10645
"2236";"Crotone";"totale";"65-69 anni";9516;9541
"2237";"Crotone";"totale";"70-74 anni";8110;8643
"2238";"Crotone";"totale";"75-79 anni";6316;6169
"2239";"Crotone";"totale";"80-84 anni";5225;5305
"2240";"Crotone";"totale";"85-89 anni";3183;3268
"2241";"Crotone";"totale";"90-94 anni";1174;1238
"2242";"Crotone";"totale";"95-99 anni";217;244
"2243";"Crotone";"totale";"fino a 4 anni";7467;7325
"2244";"Crotone";"totale";"totale";171486;168581
"2245";"Cuneo";"femmine";"10-14 anni";13230;13413
"2246";"Cuneo";"femmine";"100 anni e più";124;127
"2247";"Cuneo";"femmine";"15-19 anni";13386;13338
"2248";"Cuneo";"femmine";"20-24 anni";14054;14015
"2249";"Cuneo";"femmine";"25-29 anni";14780;14801
"2250";"Cuneo";"femmine";"30-34 anni";15345;15263
"2251";"Cuneo";"femmine";"35-39 anni";16879;16560
"2252";"Cuneo";"femmine";"40-44 anni";19943;19002
"2253";"Cuneo";"femmine";"45-49 anni";22554;22407
"2254";"Cuneo";"femmine";"5-9 anni";12979;12698
"2255";"Cuneo";"femmine";"50-54 anni";23779;23489
"2256";"Cuneo";"femmine";"55-59 anni";21311;22106
"2257";"Cuneo";"femmine";"60-64 anni";18942;19207
"2258";"Cuneo";"femmine";"65-69 anni";17985;17959
"2259";"Cuneo";"femmine";"70-74 anni";16461;17035
"2260";"Cuneo";"femmine";"75-79 anni";15307;14884
"2261";"Cuneo";"femmine";"80-84 anni";13293;13516
"2262";"Cuneo";"femmine";"85-89 anni";9438;9459
"2263";"Cuneo";"femmine";"90-94 anni";4764;4849
"2264";"Cuneo";"femmine";"95-99 anni";1207;1284
"2265";"Cuneo";"femmine";"fino a 4 anni";11724;11417
"2266";"Cuneo";"femmine";"totale";297485;296829
"2267";"Cuneo";"maschi";"10-14 anni";14080;14069
"2268";"Cuneo";"maschi";"100 anni e più";14;14
"2269";"Cuneo";"maschi";"15-19 anni";14297;14175
"2270";"Cuneo";"maschi";"20-24 anni";15598;15726
"2271";"Cuneo";"maschi";"25-29 anni";15640;15595
"2272";"Cuneo";"maschi";"30-34 anni";15848;15942
"2273";"Cuneo";"maschi";"35-39 anni";17429;17171
"2274";"Cuneo";"maschi";"40-44 anni";20527;19634
"2275";"Cuneo";"maschi";"45-49 anni";22914;22600
"2276";"Cuneo";"maschi";"5-9 anni";13860;13695
"2277";"Cuneo";"maschi";"50-54 anni";23794;23669
"2278";"Cuneo";"maschi";"55-59 anni";21152;21861
"2279";"Cuneo";"maschi";"60-64 anni";18744;19204
"2280";"Cuneo";"maschi";"65-69 anni";17565;17334
"2281";"Cuneo";"maschi";"70-74 anni";15418;15999
"2282";"Cuneo";"maschi";"75-79 anni";13069;12726
"2283";"Cuneo";"maschi";"80-84 anni";9965;10268
"2284";"Cuneo";"maschi";"85-89 anni";5340;5480
"2285";"Cuneo";"maschi";"90-94 anni";1774;1873
"2286";"Cuneo";"maschi";"95-99 anni";321;320
"2287";"Cuneo";"maschi";"fino a 4 anni";12379;11929
"2288";"Cuneo";"maschi";"totale";289728;289284
"2289";"Cuneo";"totale";"10-14 anni";27310;27482
"2290";"Cuneo";"totale";"100 anni e più";138;141
"2291";"Cuneo";"totale";"15-19 anni";27683;27513
"2292";"Cuneo";"totale";"20-24 anni";29652;29741
"2293";"Cuneo";"totale";"25-29 anni";30420;30396
"2294";"Cuneo";"totale";"30-34 anni";31193;31205
"2295";"Cuneo";"totale";"35-39 anni";34308;33731
"2296";"Cuneo";"totale";"40-44 anni";40470;38636
"2297";"Cuneo";"totale";"45-49 anni";45468;45007
"2298";"Cuneo";"totale";"5-9 anni";26839;26393
"2299";"Cuneo";"totale";"50-54 anni";47573;47158
"2300";"Cuneo";"totale";"55-59 anni";42463;43967
"2301";"Cuneo";"totale";"60-64 anni";37686;38411
"2302";"Cuneo";"totale";"65-69 anni";35550;35293
"2303";"Cuneo";"totale";"70-74 anni";31879;33034
"2304";"Cuneo";"totale";"75-79 anni";28376;27610
"2305";"Cuneo";"totale";"80-84 anni";23258;23784
"2306";"Cuneo";"totale";"85-89 anni";14778;14939
"2307";"Cuneo";"totale";"90-94 anni";6538;6722
"2308";"Cuneo";"totale";"95-99 anni";1528;1604
"2309";"Cuneo";"totale";"fino a 4 anni";24103;23346
"2310";"Cuneo";"totale";"totale";587213;586113
"2311";"Emilia-Romagna";"femmine";"10-14 anni";99909;101070
"2312";"Emilia-Romagna";"femmine";"100 anni e più";1097;1183
"2313";"Emilia-Romagna";"femmine";"15-19 anni";94854;96188
"2314";"Emilia-Romagna";"femmine";"20-24 anni";93939;95305
"2315";"Emilia-Romagna";"femmine";"25-29 anni";105716;106268
"2316";"Emilia-Romagna";"femmine";"30-34 anni";118274;117748
"2317";"Emilia-Romagna";"femmine";"35-39 anni";135396;132231
"2318";"Emilia-Romagna";"femmine";"40-44 anni";168954;161705
"2319";"Emilia-Romagna";"femmine";"45-49 anni";185719;185226
"2320";"Emilia-Romagna";"femmine";"5-9 anni";98165;95912
"2321";"Emilia-Romagna";"femmine";"50-54 anni";184195;184317
"2322";"Emilia-Romagna";"femmine";"55-59 anni";166669;172152
"2323";"Emilia-Romagna";"femmine";"60-64 anni";146872;150183
"2324";"Emilia-Romagna";"femmine";"65-69 anni";134457;134220
"2325";"Emilia-Romagna";"femmine";"70-74 anni";130193;133531
"2326";"Emilia-Romagna";"femmine";"75-79 anni";116619;113283
"2327";"Emilia-Romagna";"femmine";"80-84 anni";102370;104046
"2328";"Emilia-Romagna";"femmine";"85-89 anni";71779;73038
"2329";"Emilia-Romagna";"femmine";"90-94 anni";38406;38505
"2330";"Emilia-Romagna";"femmine";"95-99 anni";11519;12014
"2331";"Emilia-Romagna";"femmine";"fino a 4 anni";84704;82213
"2332";"Emilia-Romagna";"femmine";"totale";2289806;2290338
"2333";"Emilia-Romagna";"maschi";"10-14 anni";106468;107733
"2334";"Emilia-Romagna";"maschi";"100 anni e più";180;232
"2335";"Emilia-Romagna";"maschi";"15-19 anni";103138;104315
"2336";"Emilia-Romagna";"maschi";"20-24 anni";105112;106552
"2337";"Emilia-Romagna";"maschi";"25-29 anni";111185;112535
"2338";"Emilia-Romagna";"maschi";"30-34 anni";118879;118915
"2339";"Emilia-Romagna";"maschi";"35-39 anni";135051;132347
"2340";"Emilia-Romagna";"maschi";"40-44 anni";168941;160845
"2341";"Emilia-Romagna";"maschi";"45-49 anni";185414;185536
"2342";"Emilia-Romagna";"maschi";"5-9 anni";104007;101612
"2343";"Emilia-Romagna";"maschi";"50-54 anni";182738;182856
"2344";"Emilia-Romagna";"maschi";"55-59 anni";158639;164772
"2345";"Emilia-Romagna";"maschi";"60-64 anni";135186;139034
"2346";"Emilia-Romagna";"maschi";"65-69 anni";119242;118774
"2347";"Emilia-Romagna";"maschi";"70-74 anni";114386;117163
"2348";"Emilia-Romagna";"maschi";"75-79 anni";95252;93152
"2349";"Emilia-Romagna";"maschi";"80-84 anni";74695;76725
"2350";"Emilia-Romagna";"maschi";"85-89 anni";42216;43857
"2351";"Emilia-Romagna";"maschi";"90-94 anni";15749;16335
"2352";"Emilia-Romagna";"maschi";"95-99 anni";3287;3418
"2353";"Emilia-Romagna";"maschi";"fino a 4 anni";89882;87073
"2354";"Emilia-Romagna";"maschi";"totale";2169647;2173781
"2355";"Emilia-Romagna";"totale";"10-14 anni";206377;208803
"2356";"Emilia-Romagna";"totale";"100 anni e più";1277;1415
"2357";"Emilia-Romagna";"totale";"15-19 anni";197992;200503
"2358";"Emilia-Romagna";"totale";"20-24 anni";199051;201857
"2359";"Emilia-Romagna";"totale";"25-29 anni";216901;218803
"2360";"Emilia-Romagna";"totale";"30-34 anni";237153;236663
"2361";"Emilia-Romagna";"totale";"35-39 anni";270447;264578
"2362";"Emilia-Romagna";"totale";"40-44 anni";337895;322550
"2363";"Emilia-Romagna";"totale";"45-49 anni";371133;370762
"2364";"Emilia-Romagna";"totale";"5-9 anni";202172;197524
"2365";"Emilia-Romagna";"totale";"50-54 anni";366933;367173
"2366";"Emilia-Romagna";"totale";"55-59 anni";325308;336924
"2367";"Emilia-Romagna";"totale";"60-64 anni";282058;289217
"2368";"Emilia-Romagna";"totale";"65-69 anni";253699;252994
"2369";"Emilia-Romagna";"totale";"70-74 anni";244579;250694
"2370";"Emilia-Romagna";"totale";"75-79 anni";211871;206435
"2371";"Emilia-Romagna";"totale";"80-84 anni";177065;180771
"2372";"Emilia-Romagna";"totale";"85-89 anni";113995;116895
"2373";"Emilia-Romagna";"totale";"90-94 anni";54155;54840
"2374";"Emilia-Romagna";"totale";"95-99 anni";14806;15432
"2375";"Emilia-Romagna";"totale";"fino a 4 anni";174586;169286
"2376";"Emilia-Romagna";"totale";"totale";4459453;4464119
"2377";"Enna";"femmine";"10-14 anni";3754;3642
"2378";"Enna";"femmine";"100 anni e più";24;33
"2379";"Enna";"femmine";"15-19 anni";4316;4173
"2380";"Enna";"femmine";"20-24 anni";4469;4398
"2381";"Enna";"femmine";"25-29 anni";4813;4659
"2382";"Enna";"femmine";"30-34 anni";4726;4581
"2383";"Enna";"femmine";"35-39 anni";4608;4499
"2384";"Enna";"femmine";"40-44 anni";5426;5223
"2385";"Enna";"femmine";"45-49 anni";6039;5850
"2386";"Enna";"femmine";"5-9 anni";3269;3143
"2387";"Enna";"femmine";"50-54 anni";6396;6333
"2388";"Enna";"femmine";"55-59 anni";6208;6337
"2389";"Enna";"femmine";"60-64 anni";5759;5744
"2390";"Enna";"femmine";"65-69 anni";5360;5362
"2391";"Enna";"femmine";"70-74 anni";4484;4813
"2392";"Enna";"femmine";"75-79 anni";3910;3636
"2393";"Enna";"femmine";"80-84 anni";3523;3612
"2394";"Enna";"femmine";"85-89 anni";2396;2454
"2395";"Enna";"femmine";"90-94 anni";1075;1103
"2396";"Enna";"femmine";"95-99 anni";245;254
"2397";"Enna";"femmine";"fino a 4 anni";2886;2792
"2398";"Enna";"femmine";"totale";83686;82641
"2399";"Enna";"maschi";"10-14 anni";3957;3948
"2400";"Enna";"maschi";"100 anni e più";4;4
"2401";"Enna";"maschi";"15-19 anni";4645;4336
"2402";"Enna";"maschi";"20-24 anni";4923;4832
"2403";"Enna";"maschi";"25-29 anni";5127;4958
"2404";"Enna";"maschi";"30-34 anni";4840;4731
"2405";"Enna";"maschi";"35-39 anni";4755;4663
"2406";"Enna";"maschi";"40-44 anni";5138;4884
"2407";"Enna";"maschi";"45-49 anni";5758;5611
"2408";"Enna";"maschi";"5-9 anni";3479;3262
"2409";"Enna";"maschi";"50-54 anni";6183;6123
"2410";"Enna";"maschi";"55-59 anni";5643;5757
"2411";"Enna";"maschi";"60-64 anni";4969;5063
"2412";"Enna";"maschi";"65-69 anni";4657;4591
"2413";"Enna";"maschi";"70-74 anni";3876;4125
"2414";"Enna";"maschi";"75-79 anni";2958;2838
"2415";"Enna";"maschi";"80-84 anni";2684;2688
"2416";"Enna";"maschi";"85-89 anni";1438;1501
"2417";"Enna";"maschi";"90-94 anni";548;587
"2418";"Enna";"maschi";"95-99 anni";108;108
"2419";"Enna";"maschi";"fino a 4 anni";2995;2910
"2420";"Enna";"maschi";"totale";78685;77520
"2421";"Enna";"totale";"10-14 anni";7711;7590
"2422";"Enna";"totale";"100 anni e più";28;37
"2423";"Enna";"totale";"15-19 anni";8961;8509
"2424";"Enna";"totale";"20-24 anni";9392;9230
"2425";"Enna";"totale";"25-29 anni";9940;9617
"2426";"Enna";"totale";"30-34 anni";9566;9312
"2427";"Enna";"totale";"35-39 anni";9363;9162
"2428";"Enna";"totale";"40-44 anni";10564;10107
"2429";"Enna";"totale";"45-49 anni";11797;11461
"2430";"Enna";"totale";"5-9 anni";6748;6405
"2431";"Enna";"totale";"50-54 anni";12579;12456
"2432";"Enna";"totale";"55-59 anni";11851;12094
"2433";"Enna";"totale";"60-64 anni";10728;10807
"2434";"Enna";"totale";"65-69 anni";10017;9953
"2435";"Enna";"totale";"70-74 anni";8360;8938
"2436";"Enna";"totale";"75-79 anni";6868;6474
"2437";"Enna";"totale";"80-84 anni";6207;6300
"2438";"Enna";"totale";"85-89 anni";3834;3955
"2439";"Enna";"totale";"90-94 anni";1623;1690
"2440";"Enna";"totale";"95-99 anni";353;362
"2441";"Enna";"totale";"fino a 4 anni";5881;5702
"2442";"Enna";"totale";"totale";162371;160161
"2443";"Fermo";"femmine";"10-14 anni";3648;3620
"2444";"Fermo";"femmine";"100 anni e più";31;40
"2445";"Fermo";"femmine";"15-19 anni";3692;3667
"2446";"Fermo";"femmine";"20-24 anni";3979;4003
"2447";"Fermo";"femmine";"25-29 anni";4295;4182
"2448";"Fermo";"femmine";"30-34 anni";4702;4589
"2449";"Fermo";"femmine";"35-39 anni";5198;4952
"2450";"Fermo";"femmine";"40-44 anni";6053;5949
"2451";"Fermo";"femmine";"45-49 anni";6725;6592
"2452";"Fermo";"femmine";"5-9 anni";3508;3387
"2453";"Fermo";"femmine";"50-54 anni";6857;6898
"2454";"Fermo";"femmine";"55-59 anni";6565;6687
"2455";"Fermo";"femmine";"60-64 anni";6174;6258
"2456";"Fermo";"femmine";"65-69 anni";5369;5437
"2457";"Fermo";"femmine";"70-74 anni";4880;5087
"2458";"Fermo";"femmine";"75-79 anni";4495;4180
"2459";"Fermo";"femmine";"80-84 anni";4296;4464
